,Emotion,Sentence
1521,Anger,"cô giáo ngu bỏ mẹ , xong được bầy hãm lòn trẻ trâu này nữa , kia là em tao , không biết tao sẽ làm gì bọn khốn nạn này nữa :))"
1312,Sadness,haizzzz đó là 1 câu chuyện khá bùn
1113,Disgust,"chồng này chắc cú có gai ah , mặc quần đéo gì vậy"
330,Enjoyment,"haa ... haa ... ! đúng là có thay đổi lớn ! ngồi nhâm nhi ly cafe , phì phèo điếu thuốc nhìn thiên hạ cũng vui kkk ... !"
970,Sadness,nhưng nó cười với đứa khác không phải mày .... 💔
1067,Sadness,per anh ơi đừng gym nữa . boxing là đụ rùi :((
1454,Enjoyment,đừng có thấy 6 múi mà ham nha nha 😂😂
730,Other,thật ra mấy đứa bị chửi nhiều thế này ra đời lại biết cư xử hơn những đứa khác .
356,Anger,muốn nói bậy ghê :)))) nuôi con chó mà nuôi ra vậy . vừa ôm vừa bị ve
1250,Enjoyment,- mấy bạn đừng có đổ mình nữa nha 😞😞. mình ngại lắm 😞🤣
1234,Enjoyment,tại sao anh cứ mất công giận dỗi trong khi người xin lỗi vẫn là anh =))
161,Enjoyment,chúc mừng các anh . các anh giỏi quá . chuc các anh mạnh khỏe .
1487,Enjoyment,per hóng phim này dụ dỗ mọi người xem tiếp nè anh :v
485,Sadness,ngày chủ nhiệm cu nhà mình cô nhẹ nhàng nết na lắm mà ! giờ thì sao cô lại hành xử như vậy chứ ! thật buồn !
188,Enjoyment,"nhớ hồi euro 2012 rực sáng trong màu áo tuyển ý , ghi mấy bàn mà bàn nào cũng thấy phê ."
1552,Enjoyment,đáng yêu vại trời
521,Disgust,kéo nhau ra toà ly hôn tự nhiên béo ngành thuế
1584,Sadness,ai sẽ cùng tôi mang nỗi đau này cơ chứ
1312,Disgust,ngu thì mới đi vào phủ dầy nhé chứ chợ đâu đến mức như vậy ??????
1709,Other,sĩ diện không nội mũ và cái kết dắt xe hết mẹ đoạn đường
491,Sadness,"vietcombank 1 tháng trừ hết 22k phí inter với mobile banking , dù tháng đó kau chả xài tới cái nào :(("
1283,Sadness,nói thật gia lai nói riêng tây nguyên nói chung xưa nhờ vàng đen '' hồ tiêu ' và vàng trắng ' cao su ' mà người dân có dư cái ăn cái mặt bây giờ thì thua rồi bỏ đi tứ xứ .. một thời
345,Anger,đúng rồi . trái tim thảo mai này dễ rung động lắm nên các anh hay cả các chị và các bạn đừng thả thính em . em đập cho 😭
360,Other,nhưng nó lại đéo thích :>
1041,Disgust,ngu thì chết thôi
617,Sadness,nói chung là ai nào buông tay thì người chết vẫn là mấy đứa con gái như tao 😭
1184,Disgust,nhớp nhúa
1929,Disgust,"muôn đời không khá được vì cái thói tham vặt , tham lam vô đáy việt nam ạ"
178,Fear,"ngày xưa đi học gần trường có bày ngỗng , hôm nào nó cũng cà khía rượt tụi học sinh chạy sấp mặt luôn"
818,Sadness,sao lại bất công thế
1876,Disgust,nó đi theo gái thì co
1472,Sadness,là gặp đúng người nhưng lại chẳng đúng thời điểm . cuối cùng vẫn là chúng ta bỏ lỡ nhau 😥😥😥
385,Disgust,chuẩn khi người ta gặp nạn không lo cứu đứng lấy dt ra quay rùi đăng kẻ đó mới là người cần lên án
1581,Sadness,chia buồn cùng nước pháp .
1491,Disgust,con nhà mất dạy
756,Other,sau này mình có được như vầy không nhỉ 😊
200,Fear,1 % kìa rồi ra cổng gọi thế nào :))
762,Enjoyment,lúc dỗi thì càng dễ thương hơn
1317,Sadness,hình vui mà sao đọc lại muốn khóc nhĩ ...
1808,Enjoyment,cách tạo nghiệp chướng nhanh và hiệu quả :))
1258,Sadness,trông mặt buồn chưa kìa per :(
299,Other,giá như anh được ào rơi về quá khứ ....
1435,Sadness,tao thì muốn là đéo bao giờ . nhưng mẹ tao thì muốn ngay bây giờ 😢
471,Other,đã tới tuổi thay đường ray rồi mà không thay
715,Fear,chuột mà làm như người vậy .. ít hôm nó gặm cả rắn cả dây thì thấy mẹ ..
679,Other,cái quần tà lỏn xanhhhh
552,Other,thật tình mà nói cao su phát triển đất đồi là sai lầm .
1370,Other,mấy bé đừng tưởng giận lại là ngon ạ :v có khi giận lại xog nó giết luôn đấy :)
991,Other,per mốt mua son anh sài luôn
348,Anger,"per bất hạnh thật tao với mày mua bánh ăn chung đi , cóc cần gấu 🤨"
1158,Sadness,tội quá ! nuôi mà không chăm sóc
341,Disgust,không phải ai cũng vậy nên đừng thấy mập rồi tưởng mình hát hay 😌
510,Anger,bao giờ mua bánh tặng gấu thì tao mới mua nhá . ở đấy mà chê tao bất hạnh
332,Fear,rất nguy hiểm nhé nhảy không qua là xác định dập mặt
219,Anger,đm nhà bà . con gái người ta nuôi lớn không báo đáp được gì đã về làm dâu nhà bà . nó lấy chồng chứ có làm giúp việc cho nhà bà đâu mà hành hạ nó thế .
320,Fear,"xã hội thật phức tợp , huhu . không muốn sống chung loài người nữa , tao về núi đây"
1510,Sadness,đã khóc . cha mẹ là người luôn yêu thương minh nhất
72,Disgust,không lo chạy bo đi còn tạo sấm sét doạ người lứa
1299,Enjoyment,ngày xưa đi học đạp xe qua cứ tưởng được quay phim đưa lên truyền hình :))
369,Disgust,lừa cả tỉ đồng mà đóng phạt 5tr :)) thế này thì răn đe cũng
511,Enjoyment,hay qua hoc theo cho vui
1687,Disgust,bụng công nhân thành hố chôn lợn dịch
1792,Disgust,tươi ngon sạch sẽ thì đéo thích ăn . cứ thích ăn cút trâu cứt bò
436,Enjoyment,đáng yêu vậy =)))
1189,Sadness,"per lại nữa , tao dg suy nghĩ có nên đi bằng rap về không"
75,Fear,nhìn sợ vãi ra
430,Other,"bởi vậy , nên tỏ ra là 1 người không cảm xúc"
406,Sadness,cả 1 đời người chẳng mong gì chỉ mong từ đây đến phút cuối vẫn có người không quên mình đã từng tồn tại
1533,Anger,coi mà lộn ruột .
1089,Enjoyment,a per doi dap rat tuyet voi . chuc anh thanh cong trong vu nay .
926,Enjoyment,dân kinh doanh khoái đi chợ này lắm nè
1358,Sadness,tiếc cho mối tình ấy ....
1709,Surprise,nhanh bất ngờ đấy
1643,Enjoyment,tao cũng phải về mở cho mẹ tao coi 😂😂
1891,Enjoyment,hơi bị nhanh trí :))
49,Enjoyment,giun này mà xào thêm ít xả ớt thì tuyệt cú mèo 🤣
1214,Enjoyment,cưng xỉu ??
1070,Disgust,"ngày trước cái thằng ngồi cạnh nhờ nó né cái mông để lấy cái bút dưới bàn nó nó đéo né . cuối cùng nó phải lên phòng ý tế băng đầu ( lớp 1 🤣) "" tôi đã nợ chàng trai ấy một cái "" đập đầu "" ""🤣"
53,Disgust,êu tự ý đụng chạm vào người khác đã là vô duyên hãm lồn rồi . nhất là con gái . bọn này ý thức như đách lol
1206,Sadness,nhớ tới mối tình đơn phương !
387,Fear,dã man quá ..
283,Disgust,"nhẹ tay quá phải hơn nữa , may mắn là nó chưa cắn ai hay làm gì ai"
643,Sadness,per ly trà sen của anh đem qua có ngày nó thành như v đó 😭😭 hức hức ...
545,Anger,chẳng bù tuổi thơ tao đi học toàn gặp mấy thằng ông nội mắc thần bố . gặp mặt tao là đánh với bắt nạt tao có trò mới là bắt tao ra thử trước bà mẹ nó :))) cái phường bất lương
947,Enjoyment,per my nè kkk
845,Other,may không có ai trong nhà
1054,Other,ngồi ăn mà 3 đứa cứ nhìn châm châm thế này sao nuốt nổi ??????
242,Other,có gì vui không nhỉ
315,Enjoyment,gắn bó thời sinh viên nè
650,Disgust,"thôi mày đừng saolol , hoang tưởng thâm niên à , nó mở mồm ra cái là nó đào cả họ hàng mày nên nó chửi cho biết mặt . nhìn lằm nhìn lốn 😒😒"
1757,Enjoyment,"haha dần dần phải kiềm chế , khắc phục sẽ không đáng sợ không bằng vũ lực hành động mà nói đâu chết đó :)) kaka"
456,Sadness,vì mình chỉ là giờ giải lao trong một hiệp chơi chính của họ
266,Fear,sợ thế
1039,Enjoyment,hihi mắc cười quá
611,Enjoyment,"per anh không nặn đi , mai mốt nó sẽ chaii dầy nè hihii :)))"
1074,Other,bn tao vẽ đẹp vãi nhưng nó lại mắc bệnh lười nếu nó vẽ thì nó sẽ vẽ he .. n .... tai :v
1891,Disgust,đi chơi còn bỏ quên cả não ấy
350,Fear,hú hồn chim én :) nào làm ra này chắc cũng ngáo dữ :) chắc add không sợ nhện :)
1153,Enjoyment,yêu dã man kkk
1949,Disgust,"đất nước bao nhiêu khoản phải tri trả , nhưng phải trả cho một đám cổ động viên quá khích thì quả là không đáng , các cụ đã bảo mọi sự ngu dốt đều phải trá giá bằng tiền mặt , bảo dân trí thấp lại tự ái :))"
1656,Other,"chỉ là nghe bạn nói , chẳng thấy bằng chứng đâu"
497,Anger,"hành nó đưa đèn ông sao lên nữa chứ , ác vãi , ta nhớ lại còn cay ?"
1760,Surprise,đẹp trai mà bị đá à =))
1450,Sadness,kiểu định share vì thấy tinh thần khá hơn nhưng đọc bình luận xong kiểu nhiều đứa còn tiêu cực hơn mình :<
750,Other,đắt quá thôi không ly hôn nữa
129,Disgust,thôi tốt nhất đừng có diễn . nể nhất mấy bố giả vờ khóc xong ôm ôm lợi dụng rờ mông con gái nhà người ta
356,Fear,"gặp cái này "" sun "" mẹ nó vào ... :))"
319,Fear,"chuẩn . tao mà chơi hoặc làm việc cùng bọn con gái tính công chúa một thời gian thì tao ngày nào cũng sờ troét , sau đó bị trầm cảm ."
1017,Sadness,bé có năng khiếu làm cô giáo dạy văn ... nghe thì nghĩ tục nhưng đời thường là có thật ... bác nghe thấy đồng cảm với các cháu
878,Disgust,nhưng mà người khác nhìn vào bảo thế là lẳng lơ
1701,Other,nhìn 2 đôi giày đó mà nói 1967 .... thôi thôi !!!!
771,Other,chẳng ai biết và riêng mình càng không muốn biết !
1851,Enjoyment,"per đoạn thằng kia tán trái sầu riêng , không trượt phát nào 🤣🤣"
1584,Other,đấm cho liên tục vào mồm đéo trượt phát lòn nào cả =))
134,Disgust,bài lồn đó nghe hãm vãi đéo hiểu sao lại thích
1727,Surprise,per giống câu chuyện anh kể hôm bữa qua ha ... con chó này 3 lanh thiệt ak ...
1871,Anger,bạn khốn nạn
427,Sadness,t mới tính tới bước thất bại chưa tính tới thành công :))
459,Sadness,còn buồn hơn là cố quan tâm thế nào họ vẫn không hề rep lại
1075,Sadness,h chỉ pk nhìn họ bên người khác :((
1114,Sadness,tao cũng vậy nè . lắm lúc đi với chồng mà cứ hỏi bên này bên phải nhỉ bên này bên trái nhỉ . mệt mỏi
1084,Disgust,"66 năm không làm việc nhà giúp vợ hoặc có làm thì cũng phát được , phát không"
310,Enjoyment,buồn cười 😂😂
1368,Enjoyment,cãi tay đôi luôn hahhaa
1863,Enjoyment,cứ mỗi lần cắt tóc xong tao lại thấy biết ơn bố mẹ vì đã sinh ra tao đzai vãi :)))
803,Other,buồn nào rồi cũng sẽ qua chỉ có buồn ngủ không tha ngày nào thôi
1280,Enjoyment,per =))))) đúng kiểu sáng tạo :))
1373,Disgust,"cắt cái tai vứt mẹ cho rồi , gớm chết mẹ"
480,Sadness,"ai nói kết có hậu , đầu khấc mất vợ tương lai kia kìa"
1924,Disgust,"hồi trước nghe câu : "" gái ham tài , trai ham sắc "" nên cố học hành cho nó ham , ai ngờ giờ mới biết nó ham tài sản chứ không phải tài năng ."
203,Fear,thế giới này thật đáng sợ :3 trả đĩa bay cho tôi về đi :3
314,Disgust,per đã thích phá game còn thích hổ báo
1008,Other,"thật ra nó không quên đường về nhà đâu , nó muốn đi bụi thôi"
462,Sadness,t có 2 con bạn thân nó thì cao trọc trời còn tao thì ... . buồn
1460,Disgust,đmm cái quần ngàn thu
1040,Other,per bài của anh luôn nè
214,Other,nhưng liệu như vậy sẽ dễ dàng để người khác xen vào không :)
316,Anger,xin lô ̃ i chư ́ tao te ́ ma ̀ thă ̀ người lz camera quay câ ̣ n mă ̣ tao như thê ́ thi ̀ tao đe ́ o đa ́ không đâu
15,Enjoyment,em này xinh vãi các bác ạ .
190,Other,thì ghi bằng tay phải cho nhanh
1524,Enjoyment,đáng iêu vãi =]]
1894,Surprise,anh tây nói tiếng việt giỏi thiệt .
885,Sadness,có người đến gần cuối đời rồi vẫn còn khổ ! :(
1818,Anger,mày xuống thì xuống mẹ mày đi . ngứa cả mắt 😩😩😩😩😩
213,Enjoyment,phim này hay dã man luôn - có ai biết phim nào kiểu dạng này nữa o 😍😍😍
1498,Disgust,"dume về bố lại táng cho bờm đầu , có thể là lần cuối được đi xem đá bóng của cháu nó :))"
1923,Disgust,làm như đứa con gái nào cũng ham tiền . gái tốt thíu gì
482,Other,"khuyến cáo "" đừng nên học võ khi không có tiền mua dụng cụ "" per"
784,Disgust,hết muốn ăn luôn
1479,Enjoyment,vợ chồng đã hiểu và sống tốt . thì với tôi ngày nào cũng là ngày tao / y .
1523,Anger,gặp bố bố tung phát chụp cây dù bố xiên cho cái đừng hỏi sau tức nước thủng mắt
1580,Disgust,tha cho cô chú đó đi
45,Enjoyment,"những người trẻ với tấm lòng nhân hậu , các bạn thật đáng yêu ."
1328,Enjoyment,nghe cũng đúng đúng :))
701,Enjoyment,chuẩn
1214,Anger,"trung thu là tết thiếu nhi , yêu đường gì liên quan ở đây .. gấu với chả bò"
1127,Enjoyment,waooooo . hợp lí ghe
574,Sadness,nhìn thôi đã đau lòng
790,Other,ở miền nam nó vẫn không được giá như trước nhưng cũng dư giả
285,Fear,per sợ nhện đúng không :))
306,Other,per sau khi cưới
1777,Anger,"per bắt được chắc nó mềm xương , chơi mất dạy 😔😔"
1461,Disgust,con này không có cái quần nào mặc cho đàng hoàng 🤦‍♀️
217,Fear,mấy nay tao cũng bị ám ảnh
1247,Sadness,"có lần tao thổi cơm không đổ nước lúc khét mở vung ra mới biết , làm đánh đít xong cả tiếng trời không hết"
969,Enjoyment,nhưng đảm bảo coi cái nào là cười sặc cái đó :)) vì nó diễn tệ đến nỗi nó hay
254,Other,"đúng rồi , tưởng vậy nhưng hóa ra không phải ..."
1435,Enjoyment,dăm ba cái nồi này sao nấu ngon bằng cơm điện nhà tao được . kaka
749,Disgust,"phải người vô ý thức , đành rằng người ta làm kiếm tiền nghề gì cũng là nghề mình phải biết tôn trọng người khác , có tôn trọng người thì người mới tôn trọng mình . kể cả người ta đi ăn xin mình cũng cho đoàng hoàng chứ không thể cầm tiền quăng cái víu vào người ta được"
1551,Disgust,rồi các em cũng ăn cứt thôi :))
129,Fear,ukm . nguy hiểm thật :'<
1690,Disgust,quá độc ác
1034,Sadness,per tao đã làm cho mày đau lòng nhiều lắm ư 🤔
40,Disgust,đi tù thôi các cháu
250,Disgust,"ghê tởm , ông thầy đó 🙄"
741,Other,"mày đúng là nên gặp bác sĩ tâm lý , và hoàn toàn nghe theo bác sĩ"
270,Fear,đm tao biết trước cả sự việc kiểu lìn gì cũng có nhện nhảy lên màn hình . vì mấy năm trước cũng có 1 thể loại giống như vậy . đm hú nhồn
1203,Other,đôi khi công việc không áp lực .... nhưng chính môi trường làm mọi thứ trở nên áp lực
